,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
0,4306134,20000000,1505,1550,0.0443,0.0431,0.3722,0.001948,0.35,0.59,2012-01-22,roYMRQd,"ts_skewness(vec_avg(shrt3_bar),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
1,4318502,20000000,1322,1780,0.0587,0.0432,0.3106,0.001472,0.28,0.48,2012-01-22,VpVbxKM,"ts_skewness(vec_avg(shrt3_utilizationpercent_units),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
