,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
0,954977,20000000,1302,1222,0.057,0.0096,0.2938,0.000335,0.02,0.08,2012-01-22,eOpQRgg,"ts_skewness(vec_avg(ern3_expected_time),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
