,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
0,87774,20000000,1453,1618,0.1197,0.0009,0.157,1.5e-05,0.0,0.04,2012-01-22,EwZjkjR,"ts_skewness(vec_avg(oth55_quantity),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
1,-652140,20000000,1466,1602,0.0806,-0.0065,0.173,-0.000162,-0.03,-0.13,2012-01-22,271gJYJ,"ts_skewness(vec_avg(oth55_price),120)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
