,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
0,13634887,20000000,1052,879,0.107,0.2271,0.2702,0.004246,1.02,0.76,2012-01-22,wR8dKgQ,"ts_skewness(vec_avg(nws48_g_ens_elapsed),120)",FAIL,PASS,FAIL,PASS,FAIL,PASS,PASS,WARNING,WARNING
1,1925195,20000000,1561,1282,0.0529,0.032,0.1745,0.001212,0.26,0.52,2012-01-22,vLKERQb,"ts_skewness(vec_avg(nws48_relevance),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
2,1131473,20000000,1293,1444,0.061,0.0188,0.0687,0.000618,0.22,0.58,2012-01-22,KbKolPE,"ts_skewness(vec_avg(nws48_qcm),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
3,819341,20000000,1224,1086,0.0681,0.0136,0.0543,0.0004,0.16,0.48,2012-01-22,07bVmYG,"ts_skewness(vec_avg(nws48_acb),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
4,820842,20000000,1220,1017,0.0728,0.0137,0.0334,0.000376,0.13,0.39,2012-01-22,271gr58,"ts_skewness(vec_avg(nws48_ess),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
5,912078,20000000,609,426,0.0583,0.0152,0.1246,0.000521,0.13,0.37,2012-01-22,17q8YWJ,"ts_skewness(vec_avg(nws48_bam),120)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
6,681286,20000000,1293,1541,0.0641,0.0113,0.082,0.000354,0.13,0.42,2012-01-22,dx2MkxE,"ts_skewness(vec_avg(nws48_rp_story_event_count),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
7,2515016,20000000,1286,1289,0.1111,0.0419,0.3108,0.000754,0.11,0.19,2012-01-22,bLYmGEr,"ts_skewness(vec_avg(nws48_g_ens_similarity_gap),120)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
8,456102,20000000,1253,1482,0.0669,0.0076,0.0483,0.000227,0.07,0.3,2012-01-22,Vpvr1pb,"ts_skewness(vec_avg(nws48_rp_story_event_index),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
9,292166,20000000,1255,1115,0.0613,0.0049,0.0638,0.000159,0.03,0.17,2012-01-22,9wzeqlx,"ts_skewness(vec_avg(nws48_ber),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,WARNING,WARNING
