pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
20334932,20000000,896,912,0.9395,0.1964,0.1958,0.000418,0.65,1.43,2012/1/22,jZ9jlNW,"ts_zscore(anl14_mean_ntp_fy2,12)",FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
18241251,20000000,891,916,0.945,0.1761,0.4618,0.000373,0.61,1.41,2012/1/22,m8xGnaX,"ts_zscore(anl14_mean_eps_fy2,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
18700199,20000000,497,481,0.8066,0.1806,0.181,0.000448,0.65,1.37,2012/1/22,WpW270G,"ts_zscore(anl14_high_ebit_fy2,12)",FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
22225623,20000000,813,831,0.9399,0.2146,0.1806,0.000457,0.65,1.36,2012/1/22,Op5LRpq,"ts_zscore(anl14_mean_ebit_fy2,12)",FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
20316891,20000000,833,837,0.9588,0.1962,0.4171,0.000409,0.6,1.33,2012/1/22,Rp2VWY0,"ts_zscore(anl14_median_eps_fy2,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
23504941,20000000,147,123,0.6546,0.2271,0.2467,0.000694,0.71,1.21,2012/1/22,XpYAYA8,"ts_zscore(anl14_high_bvps_fp4,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
18163705,20000000,722,738,0.8415,0.1754,0.4218,0.000417,0.55,1.2,2012/1/22,8zK0Vzz,"ts_zscore(anl14_mean_ebit_fy3,12)",FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
23111177,20000000,135,114,0.6571,0.2232,0.2629,0.000679,0.68,1.17,2012/1/22,27nono5,"ts_zscore(anl14_high_bvps_fp5,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
15164274,20000000,445,410,0.7325,0.1464,0.1553,0.0004,0.52,1.17,2012/1/22,k3LpazP,"ts_zscore(anl14_low_bvps_fy2,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
21839408,20000000,451,431,0.5943,0.2109,0.2605,0.00071,0.67,1.13,2012/1/22,bLoREVm,"ts_zscore(anl14_median_eps_fp5,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
17610180,20000000,400,367,0.6148,0.1701,0.2246,0.000553,0.58,1.1,2012/1/22,Rpkwzoj,"ts_zscore(anl14_high_ntp_fp3,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
11719967,20000000,792,787,0.7188,0.1132,0.348,0.000315,0.44,1.1,2012/1/22,oK36Ov5,"ts_zscore(anl14_median_eps_fy1,12)",FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
16199511,20000000,259,242,0.5945,0.1565,0.2234,0.000526,0.55,1.08,2012/1/22,PpXmrn7,"ts_zscore(anl14_actvalue_eps_fp0,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
20544412,20000000,477,459,0.5907,0.1984,0.2129,0.000672,0.63,1.08,2012/1/22,rorqa79,"ts_zscore(anl14_mean_eps_fp5,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
24695904,20000000,169,140,0.6508,0.2386,0.4128,0.000733,0.65,1.07,2012/1/22,7wKRKmO,"ts_zscore(anl14_high_bvps_fp2,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
22040296,20000000,164,140,0.6421,0.2129,0.3619,0.000663,0.62,1.07,2012/1/22,PpXkGAx,"ts_zscore(anl14_median_bvps_fp3,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
21065392,20000000,159,132,0.6516,0.2035,0.2786,0.000625,0.59,1.06,2012/1/22,EwrPrzr,"ts_zscore(anl14_high_bvps_fp3,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
13030607,20000000,359,372,0.7552,0.1258,0.1923,0.000333,0.43,1.06,2012/1/22,ngOGaLd,"ts_zscore(anl14_low_bvps_fy3,12)",FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
11888168,20000000,492,452,0.686,0.1148,0.1423,0.000335,0.43,1.06,2012/1/22,vLJE2ar,"ts_zscore(anl14_mean_div_fy1,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
16891735,20000000,63,60,0.6933,0.1631,0.2255,0.000471,0.51,1.06,2012/1/22,7waNYjb,"ts_zscore(anl14_numofests_ntp_fy5,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
11264051,20000000,233,201,0.7145,0.1088,0.1386,0.000304,0.41,1.05,2012/1/22,oK9jZOn,"ts_zscore(anl14_low_div_fy1,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
11740107,20000000,174,156,0.6474,0.1134,0.1194,0.00035,0.44,1.05,2012/1/22,Jp5aAgl,"ts_zscore(anl14_low_nav_fy1,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
14643078,20000000,605,548,0.8318,0.1414,0.2197,0.00034,0.43,1.05,2012/1/22,vLJEKM3,"ts_zscore(anl14_low_ntp_fy1,12)",FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
18786023,20000000,334,303,0.6038,0.1815,0.288,0.000601,0.57,1.04,2012/1/22,9wAOX3r,"ts_zscore(anl14_high_ebit_fp4,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
12083646,20000000,747,756,0.8408,0.1167,0.2629,0.000278,0.39,1.04,2012/1/22,GwMdJY5,"ts_zscore(anl14_median_eps_fy3,12)",FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
13422536,20000000,189,166,0.7243,0.1296,0.2743,0.000358,0.44,1.03,2012/1/22,dxlMkOg,"ts_zscore(anl14_low_opp_fy2,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
13295338,20000000,542,521,0.725,0.1284,0.3082,0.000354,0.43,1.03,2012/1/22,Jpg78pW,"ts_zscore(anl14_median_bvps_fy2,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
12477044,20000000,487,486,0.7446,0.1205,0.1855,0.000324,0.41,1.02,2012/1/22,k31ja36,"ts_zscore(anl14_median_bvps_fy3,12)",FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS
16911133,20000000,211,205,0.6417,0.1634,0.2569,0.000509,0.51,1.02,2012/1/22,p6VRzQx,"ts_zscore(anl14_numofests_ebitda_fp4,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
9155085,20000000,346,308,0.7032,0.0884,0.1134,0.000251,0.36,1.01,2012/1/22,AwglpeQ,"ts_zscore(anl14_median_div_fy1,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
15279033,20000000,408,377,0.9869,0.1475,0.2083,0.000299,0.39,1,2012/1/22,dxEWwJX,"ts_zscore(rtk_ptg_low,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
