pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
6658003,20000000,3093,3638,0.6503,0.0643,0.101,0.000198,0.36,1.13,2012/1/22,8zKrQjo,"ts_zscore(oth432_capital_otlo_predict,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
8781488,20000000,741,759,0.5166,0.0848,0.144,0.000328,0.34,0.83,2012/1/22,ZpWlpW1,"ts_zscore(oth432_deltapredictfcf_ttm_predict,12)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
21693963,20000000,651,625,1.1917,0.2095,0.5195,0.000352,0.34,0.81,2012/1/22,Qa5j60K,"ts_zscore(oth432_compustatpredictiveepsfiq_prediction,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
11765934,20000000,934,868,1.2718,0.1136,0.2607,0.000179,0.22,0.74,2012/1/22,07KQ3Gr,"ts_zscore(oth432_compustatpredictivepiq_prediction,12)",PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
17989208,20000000,680,648,1.1937,0.1737,0.3658,0.000291,0.27,0.7,2012/1/22,AwOb21Y,"ts_zscore(oth432_compustatpredictiveepsfxq_prediction,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
18532935,20000000,649,619,1.1807,0.179,0.504,0.000303,0.27,0.7,2012/1/22,17nL2Y6,"ts_zscore(oth432_compustatpredictiveepspiq_prediction,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
10557797,20000000,976,861,1.2585,0.1019,0.2823,0.000162,0.2,0.69,2012/1/22,37n63qN,"ts_zscore(oth432_compustatpredictiverevtq_prediction,12)",PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
2265727,20000000,0,0,0.0065,0.023,0.0026,0.00708,0.3,0.69,2012/1/22,oK991am,"ts_zscore(oth432_sgrp_mae,12)",FAIL,PASS,,FAIL,FAIL,ERROR,FAIL,PASS
1756912,20000000,0,0,0.0041,0.0178,0,0.008785,0.26,0.69,2012/1/22,VpYlWV8,"ts_zscore(oth432_scor_mae,12)",FAIL,PASS,,FAIL,FAIL,ERROR,FAIL,PASS
10807820,20000000,929,869,1.2643,0.1044,0.3828,0.000165,0.2,0.68,2012/1/22,adWPZR5,"ts_zscore(oth432_compustatpredictiveoiadpq_prediction,12)",FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
942155,20000000,0,0,0.0037,0.011,0,0.005888,0.18,0.62,2012/1/22,9wAKr92,"ts_zscore(oth432_atrc_mae,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,FAIL,PASS
