pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
228092,20000000,24,37,0.0393,0.0093,0.0013,0.000475,0.39,1.44,2012-01-22,lV2392l,"ts_zscore(anl11_2_2pme,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
193773,20000000,29,28,0.036,0.0079,0.0022,0.00044,0.33,1.3,2012-01-22,EwbeLbP,"ts_zscore(anl11_2_2g,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
244609,20000000,23,40,0.0393,0.01,0.004,0.00051,0.32,1.14,2012-01-22,dxmRomJ,"ts_zscore(anl11_2_3e,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
204980,20000000,26,37,0.0393,0.0084,0.0059,0.000427,0.18,0.71,2012-01-22,adlEwlR,"ts_zscore(anl11_2_2e,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
178920,20000000,18,32,0.0393,0.0073,0.0063,0.000373,0.15,0.63,2012-01-22,vL9vG7Q,"ts_zscore(anl11_2_1pme,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
82634,20000000,23,30,0.0393,0.0034,0.0063,0.000172,0.07,0.41,2012-01-22,adlEzm1,"ts_zscore(anl11_2_1e,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
99704,20000000,28,26,0.0393,0.0041,0.0225,0.000208,0.04,0.21,2012-01-22,7wQnMQv,"ts_zscore(anl11_2_2tic,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
-2572,20000000,21,18,0.0393,-0.0001,0.0124,-5e-06,-0.0,-0.01,2012-01-22,wR1EvV5,"ts_zscore(anl11_2_3g,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
-424773,20000000,20,31,0.0393,-0.0174,0.0668,-0.000885,-0.15,-0.41,2012-01-22,k3XZOXP,"ts_zscore(anl11_2_1tic,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-249186,20000000,15,20,0.0393,-0.0102,0.0281,-0.000519,-0.2,-0.69,2012-01-22,dxmRzJY,"ts_zscore(anl11_2_1g,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
83495,20000000,342,113,0.5,0.5218,0.0001,0.002087,7.91,7.74,2012-01-22,VpE3RL5,"ts_zscore(anl11_2_region,12)",FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
278445,20000000,21,39,0.0393,0.0114,0.0022,0.00058,0.41,1.36,2012-01-22,dxmRP6j,"ts_zscore(anl11_2_pme,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
234600,20000000,27,41,0.036,0.0096,0.0028,0.000533,0.33,1.2,2012-01-22,6w1e2dJ,"ts_zscore(anl11_2_gse,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
255196,20000000,19,18,0.0393,0.0104,0.0089,0.000532,0.27,0.95,2012-01-22,vL9voVQ,"ts_zscore(anl11_2_3tic,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
197051,20000000,23,45,0.0393,0.0081,0.0047,0.00041,0.24,0.95,2012-01-22,Ewbe2Am,"ts_zscore(anl11_2_3pme,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
170333,20000000,26,37,0.0393,0.007,0.0135,0.000355,0.1,0.43,2012-01-22,Ypmg9o6,"ts_zscore(anl11_2_tic,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
