pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
13241059,20000000,1,1,0.1574,0.331,0.7309,0.004207,0.91,0.63,2012-01-22,17geQqX,"ts_zscore(mdl50_bk_adr_ticker,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
3714117,20000000,410,409,0.2128,0.036,0.0445,0.000338,0.39,0.96,2012-01-22,5wvxNWX,"ts_zscore(mdl50_bk_cn_earn_valu,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
2784416,20000000,396,410,0.2128,0.027,0.0543,0.000253,0.3,0.85,2012-01-22,lV0dbLe,"ts_zscore(mdl50_bk_cn_analyst_revisn,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
3434264,20000000,254,259,0.2076,0.0333,0.1006,0.00032,0.22,0.56,2012-01-22,Pp1NjdL,"ts_zscore(mdl50_bk_cn_capital_inv,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
1571765,20000000,614,541,0.2087,0.0152,0.0431,0.000146,0.16,0.59,2012-01-22,XpKG5gl,"ts_zscore(mdl50_bk_analyst_uncertainty,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
1169026,20000000,1509,1384,0.3399,0.0284,0.0905,0.000167,0.13,0.44,2012-01-22,qAX8oKv,"ts_zscore(mdl50_bk_beta_vs_acwi_ex_us,12)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
1649613,20000000,324,325,0.2088,0.016,0.0735,0.000153,0.12,0.44,2012-01-22,Aw39qjX,"ts_zscore(mdl50_bk_cn_fcf_valu,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
2510639,20000000,260,256,0.2068,0.0243,0.1187,0.000235,0.12,0.34,2012-01-22,m8Xpe9X,"ts_zscore(mdl50_bk_cn_earn_qual,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
1479930,20000000,289,284,0.2132,0.0143,0.1157,0.000134,0.08,0.32,2012-01-22,EwK1o59,"ts_zscore(mdl50_bk_cn_entrpris_valu,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
1188239,20000000,355,365,0.216,0.0115,0.1006,0.000107,0.07,0.29,2012-01-22,8zLbd8m,"ts_zscore(mdl50_bk_analyst_revisn,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
651691,20000000,435,437,0.2175,0.0063,0.0824,5.8e-05,0.04,0.22,2012-01-22,8zLb9MV,"ts_zscore(mdl50_bk_capital_inv,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
551584,20000000,510,512,0.2025,0.0053,0.0615,5.3e-05,0.03,0.21,2012-01-22,m8XpMPx,"ts_zscore(mdl50_bk_cn_analyst_uncertainty,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
-152561,20000000,1608,1717,0.2604,-0.0037,0.0969,-2.8e-05,-0.01,-0.08,2012-01-22,078q312,"ts_zscore(mdl50_bk_average_vol,12)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
-390923,20000000,320,325,0.2097,-0.0038,0.1283,-3.6e-05,-0.01,-0.09,2012-01-22,oKY72xn,"ts_zscore(mdl50_bk_cn_fund_gth,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
-737439,20000000,196,194,0.2098,-0.0071,0.3065,-6.8e-05,-0.02,-0.09,2012-01-22,Aw396oQ,"ts_zscore(mdl50_bk_cn_fund_stab,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
-273724,20000000,842,790,0.134,-0.0067,0.1066,-0.000101,-0.02,-0.11,2012-01-22,9wRYLzV,"ts_zscore(mdl50_bk_beta_vs_country,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-1047135,20000000,208,212,0.2086,-0.0101,0.4106,-9.7e-05,-0.03,-0.15,2012-01-22,LpRW6d6,"ts_zscore(mdl50_bk_cn_profitability,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
-3347290,20000000,148,149,0.2133,-0.0324,0.5557,-0.000304,-0.11,-0.29,2012-01-22,dxQpmR2,"ts_zscore(mdl50_bk_cn_profitabil_cons,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-2620173,20000000,294,290,0.2058,-0.0254,0.3553,-0.000247,-0.14,-0.41,2012-01-22,WpgMK1N,"ts_zscore(mdl50_bk_cn_ext_finance,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-4066226,20000000,244,252,0.2085,-0.0394,0.4101,-0.000378,-0.24,-0.56,2012-01-22,8zLbgmm,"ts_zscore(mdl50_bk_cn_leverage,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
7079626,20000000,0,0,0.1145,0.1735,0.2109,0.003031,0.84,0.71,2012-01-22,roWYA8j,"ts_zscore(mdl50_bk_company_name,12)",FAIL,PASS,,FAIL,FAIL,FAIL,PASS,PASS
3402774,20000000,1481,1491,0.3171,0.0827,0.0578,0.000521,0.72,1.41,2012-01-22,vLm8dPz,"ts_zscore(mdl50_bk_dividend_yield_f,12)",PASS,PASS,,FAIL,FAIL,PASS,PASS,PASS
7975940,20000000,373,372,0.214,0.0772,0.0603,0.000722,0.72,1.2,2012-01-22,xxnqdJw,"ts_zscore(mdl50_bk_earn_valu,12)",FAIL,PASS,,FAIL,FAIL,PASS,PASS,PASS
