pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
3825903,20000000,2999,2982,0.369,0.0424,0.036,0.00023,0.7,2.07,2012/1/22,KbwPPRN,"ts_zscore(star_rev_surprise_prediction_fy1,12)",PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS
3097469,20000000,3113,3100,0.3499,0.0343,0.0394,0.000196,0.57,1.81,2012/1/22,9wAqZ69,"ts_zscore(star_rev_surprise_prediction_12m,12)",PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS
8396377,20000000,1179,1048,0.5092,0.093,0.0719,0.000365,0.75,1.76,2012/1/22,xxmKLpp,"ts_zscore(star_rev_smart_estimate_fy2,12)",FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS
2782141,20000000,2965,2958,0.3652,0.0308,0.0411,0.000169,0.46,1.6,2012/1/22,Ewr5530,"ts_zscore(star_rev_surprise_prediction_fy2,12)",PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS
7612639,20000000,988,859,0.5165,0.0843,0.1162,0.000327,0.61,1.51,2012/1/22,XpYj3A1,"ts_zscore(star_rev_smart_estimate_fy1,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
6558839,20000000,1413,1024,0.4774,0.0726,0.0734,0.000304,0.57,1.46,2012/1/22,wRJ8dzl,"ts_zscore(star_rev_smart_estimate_12m,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
3880927,20000000,1799,1782,0.3507,0.043,0.0346,0.000245,0.5,1.44,2012/1/22,Op50Q5b,"ts_zscore(star_rev_surprise_prediction_fq2,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
6828983,20000000,789,706,0.525,0.0756,0.1023,0.000288,0.44,1.17,2012/1/22,9wAze3e,"ts_zscore(star_rev_smart_estimate_fq2,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
5042096,20000000,850,752,0.5209,0.0558,0.1063,0.000214,0.28,0.86,2012/1/22,vLJKEzG,"ts_zscore(star_rev_smart_estimate_fq1,12)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
4557392,20000000,842,723,0.5416,0.0505,0.1425,0.000186,0.2,0.65,2012/1/22,Mp5jE69,"ts_zscore(star_rev_analyst_number_fq2,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
1587263,20000000,1972,1925,0.3521,0.0176,0.0629,0.0001,0.14,0.63,2012/1/22,wRJpKzd,"ts_zscore(star_rev_surprise_prediction_fq1,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
542013,20000000,1640,1288,0.5011,0.006,0.0965,2.40E-05,0.02,0.14,2012/1/22,WpWEZXk,"ts_zscore(star_rev_analyst_number_fy2,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
545923,20000000,1619,1289,0.4988,0.006,0.0787,2.40E-05,0.02,0.14,2012/1/22,7wKk5YZ,"ts_zscore(star_rev_analyst_number_fy1,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
158910,20000000,961,808,0.5369,0.0018,0.173,7.00E-06,0,0.03,2012/1/22,37nMKoN,"ts_zscore(star_rev_analyst_number_fq1,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
