pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
12709966,20000000,1662,1587,0.4836,0.1227,0.0694,0.000508,1.42,2.82,2012/1/22,Jp5Vx3A,"ts_zscore(star_eps_smart_estimate_fy2,12)",FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
6079488,20000000,3120,3081,0.3607,0.0587,0.0428,0.000326,1.23,3.06,2012/1/22,xxmKvzW,"ts_zscore(star_eps_surprise_prediction_12m,12)",FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
6286073,20000000,2977,2948,0.3747,0.0607,0.0412,0.000324,1.21,3.01,2012/1/22,k3Lxadz,"ts_zscore(star_eps_surprise_prediction_fy2,12)",FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
5756867,20000000,2999,2956,0.3769,0.0556,0.0381,0.000295,1,2.61,2012/1/22,LplPKWn,"ts_zscore(star_eps_surprise_prediction_fy1,12)",FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
8992916,20000000,2324,1656,0.4191,0.0868,0.0692,0.000414,0.94,2.06,2012/1/22,07KbRYr,"ts_zscore(star_eps_smart_estimate_12m,12)",FAIL,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS
8840472,20000000,1536,1459,0.4778,0.0854,0.0738,0.000357,0.83,1.96,2012/1/22,oK916Pn,"ts_zscore(star_eps_smart_estimate_fy1,12)",FAIL,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS
7671207,20000000,968,923,0.4948,0.0741,0.0877,0.000299,0.5,1.3,2012/1/22,eOql9a6,"ts_zscore(star_eps_smart_estimate_fq2,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
6097079,20000000,1004,974,0.4917,0.0589,0.1036,0.000239,0.36,1.04,2012/1/22,oK916a5,"ts_zscore(star_eps_smart_estimate_fq1,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
2635543,20000000,1695,1655,0.3465,0.0254,0.0689,0.000147,0.19,0.71,2012/1/22,AwORxOQ,"ts_zscore(star_eps_surprise_prediction_fq2,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
2624678,20000000,852,713,0.5407,0.0253,0.21,9.40E-05,0.07,0.31,2012/1/22,YpWj5GR,"ts_zscore(star_eps_analyst_number_fq2,12)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
537017,20000000,1788,1385,0.5025,0.0052,0.0734,2.10E-05,0.01,0.14,2012/1/22,oK916On,"ts_zscore(star_eps_analyst_number_fy1,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
245190,20000000,1813,1726,0.3453,0.0024,0.1209,1.40E-05,0.01,0.06,2012/1/22,Jp5V85l,"ts_zscore(star_eps_surprise_prediction_fq1,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
46610,20000000,1798,1374,0.5045,0.0005,0.1194,2.00E-06,0,0.01,2012/1/22,oK916E5,"ts_zscore(star_eps_analyst_number_fy2,12)",FAIL,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
-2179064,20000000,923,751,0.5396,-0.021,0.3653,-7.80E-05,-0.06,-0.31,2012/1/22,Qa513LK,"ts_zscore(star_eps_analyst_number_fq1,12)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
