pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
8607866,20000000,3432,3404,1.1088,0.0831,0.0305,0.00015,0.95,3.46,2012/1/22,Lpl1qPm,"ts_zscore(oth460_clv_class,12)",PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS
10522516,20000000,4142,4070,1.2823,0.1016,0.0385,0.000158,0.92,3.28,2012/1/22,Op5pd5v,"ts_zscore(oth460_3l_vlc,12)",PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS
9614834,20000000,4274,3936,0.9197,0.0928,0.0514,0.000202,0.79,2.48,2012/1/22,9wA9rNK,"ts_zscore(oth460_1l_rw,12)",PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS
7807547,20000000,4094,4103,0.7863,0.0754,0.0468,0.000192,0.68,2.21,2012/1/22,Gw3o6XZ,"ts_zscore(oth460_3l_bb,12)",PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS
5970308,20000000,2353,2474,0.7217,0.0577,0.0731,0.00016,0.47,1.66,2012/1/22,Rpk8Lzb,"ts_zscore(oth460_bb_class,12)",PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS,PASS
5385463,20000000,4117,4091,0.5984,0.052,0.034,0.000174,0.43,1.46,2012/1/22,RpkN70g,"ts_zscore(oth460_1l_tpv,12)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
8770216,20000000,4194,4014,0.9929,0.0847,0.081,0.000171,0.41,1.39,2012/1/22,p61V783,"ts_zscore(oth460_1l_ist,12)",PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
11231848,20000000,3038,5169,1.2698,0.1085,0.0956,0.000171,0.4,1.36,2012/1/22,5wqp6Nz,"ts_zscore(oth460_lottery_l2,12)",PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
10833808,20000000,4338,3874,1.3527,0.1046,0.0821,0.000155,0.36,1.3,2012/1/22,wRJaqEx,"ts_zscore(oth460_hilomid_l1,12)",PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
6955253,20000000,4098,4111,0.7612,0.0672,0.074,0.000176,0.37,1.26,2012/1/22,qAmnrAO,"ts_zscore(oth460_1l_ompd,12)",PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS,PASS
5876766,20000000,4081,4128,0.6923,0.0567,0.0572,0.000164,0.35,1.22,2012/1/22,Rpkbnl1,"ts_zscore(oth460_trix_l1,12)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
