pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
11876606,20000000,3569,3484,0.9183,0.1147,0.0127,0.00025,1.98,5.6,2012-01-22,OpkVaa7,"ts_zscore(oth176_lmt_close_eq_score,12)",PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS
10810360,20000000,3538,3515,0.5194,0.1044,0.0302,0.000402,1.9,4.24,2012-01-22,QajgXXK,"ts_zscore(oth176_malta_eq_score,12)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
9270562,20000000,3531,3522,0.5161,0.0895,0.0248,0.000347,1.71,4.1,2012-01-22,oKvrOen,"ts_zscore(oth176_maltahc_eq_score,12)",PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
10461411,20000000,3535,3517,0.5146,0.101,0.0235,0.000393,1.64,3.71,2012-01-22,jZXxvEe,"ts_zscore(oth176_eq_hedge,12)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
9545417,20000000,3532,3518,0.5165,0.0922,0.0205,0.000357,1.63,3.85,2012-01-22,p6EZmXj,"ts_zscore(oth176_hc_eq_hedge,12)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
8051715,20000000,3533,3519,0.5237,0.0777,0.0298,0.000297,1.31,3.39,2012-01-22,dxmopVw,"ts_zscore(oth176_eq_medium,12)",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
6187599,20000000,3549,3503,0.8319,0.0597,0.0203,0.000144,0.83,3.1,2012-01-22,wR1PMAl,"ts_zscore(oth176_lmt_open_eq_score,12)",PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS
5342673,20000000,3537,3516,0.489,0.0516,0.0527,0.000211,0.69,2.12,2012-01-22,OpkVOEq,"ts_zscore(oth176_eq_seasonality,12)",PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS
4742001,20000000,3527,3525,0.5165,0.0458,0.0277,0.000177,0.63,2.12,2012-01-22,Lp6rWae,"ts_zscore(oth176_hc_eq_medium,12)",PASS,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS
4021854,20000000,3537,3517,0.4981,0.0388,0.0524,0.000156,0.48,1.72,2012-01-22,roLVXvd,"ts_zscore(oth176_hc_eq_seasonality,12)",PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS
11208954,20000000,0,0,0.0131,0.1175,0.4412,0.017986,0.46,0.47,2012-01-22,qAd3eKv,"ts_zscore(oth176_maltahc_eq_sector,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
11208954,20000000,0,0,0.0131,0.1175,0.4412,0.017986,0.46,0.47,2012-01-22,Gw6xJvJ,"ts_zscore(oth176_malta_eq_sector,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
3719572,20000000,3525,3528,0.4857,0.0359,0.0341,0.000148,0.44,1.61,2012-01-22,p6EZOOX,"ts_zscore(oth176_hc_eq_short,12)",PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS,PASS
2582482,20000000,3526,3525,0.4754,0.0249,0.1061,0.000105,0.22,0.95,2012-01-22,Wpd0M6P,"ts_zscore(oth176_eq_short,12)",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS,PASS
6845192,20000000,0,0,0.0143,0.0718,0.4688,0.010031,0.2,0.27,2012-01-22,VpE5gLV,"ts_zscore(oth176_lmt_close_eq_sector,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
6549807,20000000,0,0,0.016,0.0687,0.4688,0.008591,0.19,0.25,2012-01-22,RpYKnoo,"ts_zscore(oth176_lmt_open_eq_sector,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-12144425,20000000,3540,3480,0.5988,-0.1173,1.2189,-0.000392,-0.66,-1.49,2012-01-22,adlw6Z5,"ts_zscore(oth176_eq_mktcap,12)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-12144287,20000000,3539,3480,0.5988,-0.1173,1.2189,-0.000392,-0.66,-1.49,2012-01-22,eOKvmw6,"ts_zscore(oth176_hc_eq_mktcap,12)",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-13549241,20000000,3486,3446,0.5943,-0.1308,1.3549,-0.00044,-0.73,-1.56,2012-01-22,VpE5V9J,"ts_zscore(oth176_close_eq_cap,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
-13566385,20000000,3485,3446,0.5944,-0.131,1.3566,-0.000441,-0.73,-1.56,2012-01-22,9wKmgzV,"ts_zscore(oth176_open_eq_cap,12)",FAIL,PASS,FAIL,FAIL,FAIL,FAIL,PASS,PASS
