pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
18528099,20000000,3202,3338,0.587,0.1789,0.0576,0.00061,1.5,2.72,2012/1/22,dx7GNOX,"ts_zscore(mdl26_ep_yield_smartestimate_fy1,12)",PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
18799724,20000000,3203,3340,0.5887,0.1815,0.058,0.000617,1.5,2.7,2012/1/22,WpXvZpO,"ts_zscore(mdl26_yld_stm_fy1_rnngs,12)",PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
25598317,20000000,358,370,0.5535,0.2472,0.1266,0.000893,1.46,2.19,2012/1/22,PplkY9x,"ts_zscore(mdl26_surprise_last_q_earnings,12)",FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
8879803,20000000,1826,1885,0.4584,0.0857,0.0279,0.000374,1.41,3.26,2012/1/22,17mMoaW,"ts_zscore(mdl26_blndd_grwth_rt_smrtstmt,12)",PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
14596172,20000000,3095,3076,0.6358,0.1409,0.1009,0.000443,1.28,2.71,2012/1/22,k3mAzV8,"ts_zscore(mdl26_ep_sector_percentile_fy1,12)",PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
9167007,20000000,1662,1754,0.4427,0.0885,0.0732,0.0004,1.27,2.84,2012/1/22,oKzxWxm,"ts_zscore(mdl26_smrtst_grwth_ths_yrlst_yr_rnngs,12)",PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
13890486,20000000,3102,3081,0.6361,0.1341,0.0925,0.000422,1.27,2.77,2012/1/22,Ewa9jw0,"ts_zscore(mdl26_yld_sctr_prcntl_fy1_rnngs,12)",PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
12062444,20000000,2956,2934,0.6353,0.1165,0.0691,0.000367,1.25,2.93,2012/1/22,17mMrx6,"ts_zscore(mdl26_ep_industry_percentile_fy1,12)",PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
11048231,20000000,2947,2923,0.6342,0.1067,0.0673,0.000336,1.18,2.87,2012/1/22,jZwqpgo,"ts_zscore(mdl26_yld_ndstry_prcntl_fy1_rnngs,12)",PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS
20471174,20000000,381,355,0.5637,0.1977,0.1141,0.000701,1.15,1.95,2012/1/22,Gw8RnrO,"ts_zscore(mdl26_actual_last_q_earnings,12)",FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS
